"03/05/2023","-24.36","*","","DOLLAR TREE AUSTIN TX"
"03/04/2023","-2.75","*","","COA PARKING METERS AUSTIN TX"
"03/04/2023","-250.36","*","","VERIZON WIRELESS 15194 AUSTIN TX"
"03/04/2023","-33.82","*","","GRAND AVE PKWY PFLUGERVILLE TX"
"03/04/2023","-56.00","*","","FAT DRAGON RESTAURANT AUSTIN TX"
"03/03/2023","-59.80","*","","ROSE DENTAL GROUP - ROUN ROUND ROCK TX"
"03/01/2023","-46.97","*","","PIZZA HUT #7123 PFLUGERVILLE TX"
"03/01/2023","-54.65","*","","LOC CITIZENS*329001101 401-2825259 CT"
"02/27/2023","-15.00","*","","LOY*NEXTLEVELURGENTCARE 281-201-0657 TX"
"02/26/2023","-98.03","*","","THE HOME DEPOT 504 ROUND ROCK TX"
"02/26/2023","-45.44","*","","TERIYAKI MADNESS - ROUND ROUND ROCK TX"
"02/25/2023","-30.62","*","","H-E-B #495 ROUND ROCK TX"
"02/25/2023","-15.21","*","","TWIN LIQUORS #13 ROUND ROCK TX"
"02/24/2023","724.24","*","","ONLINE PAYMENT THANK YOU"
"02/24/2023","-128.95","*","","SWWC WINDMERE 866-4542334 TX"
